session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
5216,19,1,1,11,11,1,1,11,11,1,5
5217,11,1,11,11,1,11,11,1,11,1,5
5218,11,11,1,11,1,11,11,11,1,1,5
5219,11,11,3,11,1,2,229,1273,1273,1273,5
5220,2924,1273,2924,1273,11,1,11,11,1,11,5
5221,11,141,112,1,11,1,11,11,1,11,5
5222,1,11,11,1,11,11,1,11,1,15,5
5223,11,11,1,11,1,11,11,11,1,1,5
5224,11,11,11,1,30,3,33,2,11,1,5
5225,11,11,1,11,11,1,11,1,11,6,5
5226,11,1,11,1,11,11,1,11,11,1,5
5227,1,11,11,265,460,67,11,218,418,1,5
5228,1,11,11,11,1,11,1,11,11,1,5
5229,11,11,1,11,1,11,460,11,6,11,5
5230,1,51,1,11,24,11,1,11,1,11,5
5231,11,1,11,1,11,11,1,11,11,1,5
5232,11,1,11,11,11,1,11,1,11,11,5
5233,69,69,1,160,11,1,11,1,11,19,5
5234,19,11,1,11,1,11,11,11,1,1,5
5235,11,11,11,1,11,9,1,11,11,1,5
5236,37,23,23,11,11,11,1,1,11,11,5
5237,11,1,1,11,11,11,1,11,1,11,5
5238,11,1,11,11,11,1,1,11,72,15,5
5239,392,90,118,2,108,5,108,90,22,67,5
5240,90,406,298,11,17,108,45,18,872,52,5
5241,218,73,11,90,22,1,5,102,5,118,5
5242,1,11,11,11,20,1,11,1,11,1,5
5243,11,11,11,1,2,3181,1,11,11,1,5
5244,11,1,11,11,1,3,11,1,31,11,5
5245,11,1,11,2,3181,11,1,25,25,25,5
5246,1,25,11,11,11,25,25,25,1,25,5
5247,1,11,11,88,11,1,11,11,1,11,5
5248,11,1,11,25,25,25,25,25,25,1,5
5249,25,11,1,25,11,25,25,11,25,25,5
5250,25,25,11,11,1,25,25,25,1,25,5
5251,11,2,11,6,9,11,1,11,1,11,5
5252,11,1,11,11,1,11,1,11,11,11,5
5253,1,1,11,11,11,1,11,11,1,11,5
5254,1,11,11,11,1,1,3,38,19,2,5
5255,1273,229,1,1273,1,13,38,19,1,14,5
5256,78,1,14,13,2,14,4706,1,1,14,5
5257,1,13,38,1,1,1,1,13,14,19,5
5258,153,1,13,140,140,13,78,1,14,14,5
5259,1,19,140,13,14,19,140,1,14,14,5
5260,13,14,13,1,14,19,1,19,14,14,5
5261,1,14,1,1,1,14,1,14,51,1,5
5262,14,1,24,14,3,1,14,19,14,13,5
5263,2,78,14,1,1,14,14,1,14,1,5
5264,14,14,1,2,118,564,5,108,90,18,5
5265,13,38,17,90,108,22,5,118,73,118,5
5266,5,90,14,13,1,14,14,1,20,14,5
5267,14,1,14,1,14,6,14,14,1,1,5
5268,14,14,1,14,19,14,1,14,1,14,5
5269,3,2,1,14,1,14,14,1,14,1,5
5270,14,1,14,14,14,1,1,14,14,14,5
5271,2,3,58,31,58,31,3,1,136,58,5
5272,347,1,526,14,14,14,1,14,1,14,5
5273,14,2,3,36,36,157,1978,3,92,36,5
5274,245,466,36,741,645,455,5,211,482,1,5
5275,14,14,1,14,1,14,14,1,1,14,5
5276,14,13,11,1,153,19,1,19,7,78,5
5277,140,13,19,13,7,1,7,7,7,7,5
5278,13,11,11,1,1,1,1,11,11,1,5
5279,3,1,11,11,1,19,19,11,19,1,5
5280,11,11,1,2,11,11,1,11,105,11,5
5281,1,11,1,11,11,11,1,1,11,11,5
5282,9,11,1,78,11,1,13,11,11,1,5
5283,11,11,1,11,1,6,11,11,11,37,5
5284,23,1,23,1,11,11,11,1,11,1,5
5285,11,11,1,11,11,1,11,1,11,11,5
5286,11,1,1,11,11,11,1,11,11,1,5
5287,11,1,11,11,1,1,11,11,3,11,5
5288,1,11,1,3,1,19,13,13,19,637,5
5289,298,5,19,19,19,19,19,13,5,19,5
5290,13,13,13,8,19,13,38,1,19,13,5
5291,140,1,19,78,11,13,19,1,13,11,5
5292,11,11,11,1,13,8,1,1,8,1,5
5293,19,8,1,1,1,1,8,19,1,8,5
5294,8,1,8,1,8,8,1,3,2,9,5
5295,8,15,8,1,8,8,8,2,1,58,5
5296,58,3,136,347,526,8,1,8,1,8,5
5297,738,78,8,8,6,13,1,1,8,2,5
5298,58,3,58,136,8,8,1,1,8,8,5
5299,1,8,8,1,8,1,8,8,8,1,5
5300,1,9,8,8,8,1,1,8,8,8,5
5301,1,2,8,1,8,8,1,8,8,1,5
5302,8,1,8,8,8,1,8,8,8,1,5
5303,8,1,8,8,1,8,1,8,1,8,5
5304,8,8,1,8,8,8,1,1,8,8,5
5305,8,1,8,1,8,8,1,8,1,8,5
5306,1,8,19,8,1,8,4,1,8,8,5
5307,1,8,9,8,1,8,1,8,8,1,5
5308,1,8,8,8,1,8,8,1,8,1,5
5309,8,8,1,8,1,8,8,8,1,1,5
5310,8,8,1,8,8,1,8,8,1,8,5
5311,1,8,8,1,8,8,8,1,1,8,5
5312,8,8,1,1,8,8,8,1,8,1,5
5313,8,1,8,8,8,1,1,8,8,1,5
5314,1,8,8,1,8,8,1,8,1,8,5
5315,8,1,1,8,8,19,8,1,8,8,5
5316,1,8,1,8,8,8,1,1,8,23,5
5317,37,8,8,1,1,8,8,1,8,8,5
5318,1,8,1,8,8,1,8,1,8,8,5
5319,8,1,1,8,8,8,1,8,1,8,5
5320,8,1,8,8,1,8,1,8,8,8,5
5321,1,1,8,8,8,1,1,8,8,8,5
5322,1,8,8,1,1,8,8,8,1,1,5
5323,8,8,8,1,8,1,8,1,8,8,5
5324,1,8,1,8,8,8,1,1,8,8,5
5325,8,1,8,8,1,8,8,1,8,8,5
5326,1,8,1,8,8,8,8,1,8,8,5
5327,8,1,19,8,1,19,19,1,1,1,5
5328,1,1,1,1,1,1,1,1,1,1,5
5329,1,1,1,1,1,1,1,1,1,8,5
5330,8,1,1,8,1,8,1,8,1,8,5
5331,8,8,1,1,8,8,8,1,1,8,5
5332,8,8,1,8,1,8,8,1,8,8,5
5333,1,1,8,8,8,1,1,8,8,1,5
5334,8,8,1,8,1,8,8,1,8,1,5
5335,8,8,8,1,1,8,8,1,8,19,5
5336,8,1,8,1,8,8,1,8,1,8,5
5337,8,8,1,1,8,8,8,1,1,8,5
5338,8,1,8,1,8,1,6,8,8,1,5
5339,8,1,8,8,1,8,1,8,8,1,5
5340,8,23,37,8,1,8,1,8,8,8,5
5341,1,1,8,8,8,1,8,1,8,8,5
5342,1,8,8,1,8,1,8,8,8,1,5
5343,1,8,8,8,1,8,1,8,8,1,5
5344,8,1,8,1,8,8,8,1,1,8,5
5345,8,8,1,1,8,8,8,1,8,1,5
5346,8,8,1,8,1,8,1,8,8,1,5
5347,8,8,1,8,1,8,8,8,1,1,5
5348,8,8,8,1,1,8,8,8,1,8,5
5349,1,8,8,1,8,8,1,8,1,8,5
5350,8,8,1,1,8,8,1,8,8,1,5
5351,8,1,8,8,1,8,1,8,8,8,5
5352,1,1,8,8,8,1,8,1,8,8,5
5353,19,1,19,1,19,1,1,1,1,1,5
5354,1,13,1,1,1,1,1,8,1,8,5
5355,8,8,1,8,1,8,8,8,1,1,5
5356,8,8,1,8,13,8,1,8,1,8,5
5357,8,1,1,8,8,8,1,8,1,8,5
5358,8,1,8,1,8,1,8,8,8,8,5
5359,1,1,13,13,8,8,8,1,8,1,5
5360,8,8,4,1,8,8,1,8,8,1,5
5361,19,8,8,8,1,1,8,8,8,1,5
5362,1,8,8,8,1,8,8,1,8,1,5
5363,8,8,8,1,1,8,8,8,1,1,5
5364,8,8,8,1,8,1,8,8,1,8,5
5365,8,1,8,1,8,8,8,1,1,8,5
5366,8,1,8,8,1,8,1,8,9,8,5
5367,1,1,8,8,8,1,8,8,1,8,5
5368,1,37,23,8,8,1,8,1,8,6,5
5369,8,8,1,1,8,8,1,8,8,1,5
5370,8,1,8,8,19,1,8,8,8,8,5
5371,78,1,8,8,8,1,1,9,19,8,5
5372,8,8,8,8,8,1,8,8,1,8,5
5373,1,8,8,8,1,1,8,8,8,1,5
5374,8,1,8,8,1,8,8,1,1,8,5
5375,8,8,1,8,1,8,8,1,8,8,5
5376,1,8,8,1,8,8,8,1,8,1,5
5377,8,8,8,1,1,8,8,8,1,8,5
5378,1,8,1,8,8,8,1,1,8,8,5
5379,8,1,1,8,8,8,1,8,1,8,5
5380,1,8,8,1,8,1,8,8,8,1,5
5381,1,8,8,8,1,8,1,8,8,1,5
5382,1,1,1,13,1,1,1,24,6,6,5
5383,9,13,1,8,13,19,140,13,19,1,5
5384,13,11,11,1,19,11,11,1,1,13,5
5385,8,8,1,19,1,19,1,1,8,8,5
5386,1,8,1,1,8,1,1,8,1,8,5
5387,8,15,19,72,19,19,8,1,1,8,5
5388,8,8,1,8,1,8,8,8,1,8,5
5389,37,23,8,1,78,1,8,8,13,8,5
5390,1,8,1,8,8,1,8,498,6,1,5
5391,8,8,1,8,8,1,1,8,8,8,5
5392,8,1,1,8,8,1,8,8,1,8,5
5393,8,1,8,8,8,1,1,8,8,1,5
5394,1,8,8,8,1,8,8,1,8,8,5
5395,1,8,8,1,8,1,8,8,8,1,5
5396,1,8,8,8,1,8,1,8,8,1,5
5397,8,1,8,8,1,8,8,1,1,8,5
5398,8,8,1,8,1,8,1,8,8,8,5
5399,1,1,8,8,8,1,8,1,8,1,5
5400,8,8,1,8,1,8,8,8,1,1,5
5401,8,8,8,1,1,8,8,8,1,8,5
5402,1,8,8,1,8,8,1,8,1,8,5
5403,8,1,1,8,8,8,1,8,1,8,5
5404,8,1,8,8,1,8,1,8,8,8,5
5405,1,1,8,8,1,1,8,8,1,8,5
5406,8,1,8,1,8,8,1,8,1,8,5
5407,8,1,8,1,8,1,8,8,8,1,5
5408,1,8,8,8,1,1,8,8,8,1,5
5409,8,1,8,1,8,8,8,1,1,8,5
5410,8,8,1,1,8,4,8,8,1,8,5
5411,1,8,8,1,8,1,8,1,8,8,5
5412,8,19,19,13,38,153,11,38,19,13,5
5413,38,1,3,3,19,13,11,11,19,1,5
5414,13,19,11,13,8,1,1,13,8,13,5
5415,8,13,19,1,8,8,1,13,1,1,5
5416,8,1,8,8,1,1,8,8,8,1,5
5417,8,1,8,8,1,8,8,8,1,1,5
5418,8,8,8,8,1,1,78,6,13,8,5
5419,9,19,13,13,13,8,8,1,8,1,5
5420,8,1,8,1,8,1,8,8,8,1,5
5421,1,8,8,8,1,8,8,8,1,1,5
5422,8,8,8,23,37,1,1,8,8,8,5
5423,8,1,8,1,8,8,1,8,1,8,5
5424,8,1,8,8,1,1,8,8,8,9,5
5425,1,1,8,8,8,1,8,1,8,8,5
5426,1,8,8,1,8,1,8,8,1,1,5
5427,8,8,8,1,8,8,1,8,8,1,5
5428,8,1,8,1,8,8,8,1,1,8,5
5429,8,8,1,8,8,1,8,1,8,8,5
5430,1,8,1,8,8,1,8,1,8,1,5
5431,8,1,8,8,1,8,8,1,8,1,5
5432,8,8,1,8,1,8,8,1,8,8,5
5433,1,8,1,8,8,8,1,1,8,8,5
5434,8,1,1,8,8,8,1,8,1,8,5
5435,8,1,8,8,8,1,1,8,8,8,5
5436,1,1,8,8,8,1,8,1,8,1,5
5437,8,1,8,1,8,8,8,1,1,8,5
5438,8,1,8,1,8,8,1,8,8,1,5
5439,1,8,8,8,1,8,1,8,1,8,5
5440,8,1,8,1,8,8,8,1,1,8,5
5441,8,8,1,8,1,8,8,1,8,1,5
5442,8,8,1,8,8,8,1,1,8,8,5
5443,8,1,1,8,8,8,1,8,8,1,5
5444,8,1,8,8,1,8,1,8,8,1,5
5445,1,8,8,8,1,8,1,8,8,1,5
5446,8,8,1,8,1,8,8,1,8,1,5
5447,8,8,1,8,8,8,1,1,8,8,5
5448,8,1,1,8,8,8,8,1,8,1,5
5449,8,8,8,37,23,1,8,8,1,8,5
5450,1,8,8,8,1,1,8,8,8,1,5
5451,1,8,8,8,1,8,1,8,8,1,5
5452,8,8,1,8,1,8,8,1,8,1,5
5453,8,8,1,8,8,1,8,1,8,8,5
5454,1,8,1,8,8,8,1,1,8,8,5
5455,1,8,8,1,1,8,8,8,1,1,5
5456,8,8,8,1,8,1,8,8,1,8,5
5457,8,1,8,1,8,8,8,1,1,8,5
5458,8,8,8,1,1,8,8,8,1,8,5
5459,1,8,8,1,8,8,8,1,1,8,5
5460,8,8,1,8,1,8,8,9,4,80,5
5461,38,13,38,15,72,19,38,19,637,1,5
5462,13,38,13,19,19,38,19,19,19,19,5
5463,19,19,19,19,13,13,153,8,19,38,5
5464,1,38,3,15,19,6,78,9,15,72,5
5465,15,15,597,3,2,23,37,23,69,160,5
5466,69,39,30,10,6,33,3,4,9,2,5
5467,9,37,23,23,25,25,25,25,25,25,5
5468,25,25,25,6,9,9,30,3,9,33,5
5469,6,23,37,9,9,37,23,23,2155,13,5
5470,19,38,13,72,1,13,15,1607,13,19,5
5471,19,19,19,19,19,19,19,13,13,882,5
5472,19,19,15,3,13,38,19,38,3,13,5
5473,19,298,5,19,19,19,19,19,4,6,5
5474,9,78,15,2,177,3,64,3,177,15,5
5475,5,64,64,2,105,3,343,37,23,39,5
5476,2,3,1934,1934,1934,2,1891,1891,1891,1891,5
5477,2,2,3165,45,2017,3681,3,2017,3165,4572,5
5478,2017,2017,2,442,31,1507,2987,442,4326,3,5
5479,4784,3917,80,4444,2987,1934,2,979,3,4466,5
5480,1805,979,5,18,3,52,979,52,979,979,5
5481,5,979,5,1805,18,979,979,1805,5,18,5
5482,5,1067,2178,80,1067,211,482,793,10,37,5
5483,23,23,5,18,979,979,2,1805,18,5,5
5484,979,3320,3514,4451,5,193,1067,5,3433,5,5
5485,128,1067,5,15,72,2,2461,54,143,54,5
5486,86,2461,86,2461,6,2,3089,31,18,3089,5
5487,157,22,5,17,22,67,1955,107,281,5,5
5488,22,22,1246,20,2,13,19,22,13,19,5
5489,11,1,13,4763,1,15,19,1,19,19,5
5490,3,13,19,637,239,78,10,6,9,39,5
5491,39,39,39,39,67,80,60,60,67,210,5
5492,60,60,37,23,23,23,23,23,23,23,5
5493,23,3,72,23,15,15,23,23,85,2,5
5494,31,175,525,525,283,175,297,52,85,496,5
5495,371,39,39,2391,229,229,52,277,2391,45,5
5496,18,4242,17,15,106,106,67,67,112,239,5
5497,260,172,5,2391,52,119,90,108,118,2,5
5498,146,108,5,4351,90,22,107,67,17,108,5
5499,18,45,90,15,22,5,102,90,1305,872,5
5500,589,118,67,660,3891,660,660,660,660,9,5
5501,6,3,660,660,660,660,15,660,660,660,5
5502,660,660,2,1886,1886,31,1886,20,90,1782,5
5503,1886,2552,107,15,218,218,2585,4389,31,3651,5
5504,2585,3,2,9,37,23,23,23,23,23,5
5505,23,23,23,23,23,23,23,23,23,23,5
5506,23,23,23,37,23,23,23,23,23,23,5
5507,23,23,37,23,23,23,23,23,0,0,5
5508,192,2,2,6,2,3,6,3,2,2,6
5509,137,32,32,2,32,32,32,2,12,261,6
5510,12,291,12,12,12,12,12,12,12,98,6
5511,5,1071,12,12,12,2,68,12,12,12,6
5512,12,12,12,12,12,12,68,12,291,32,6
5513,12,56,12,248,56,178,56,307,32,32,6
5514,32,12,12,68,291,110,12,12,12,291,6
5515,12,12,262,2,2,291,2,6,68,3,6
5516,6,2,295,40,2,3,76,345,40,295,6
5517,431,345,871,40,40,295,431,1420,345,40,6
5518,76,431,871,295,295,40,295,431,345,921,6
5519,40,295,431,76,76,295,5,76,521,98,6
5520,1071,40,76,521,76,40,295,22,345,45,6
5521,76,431,295,295,871,40,98,431,18,5,6
5522,17,76,5,1071,76,295,22,40,345,1735,6
5523,22,431,921,20,20,20,1735,345,295,40,6
5524,431,76,475,1735,295,40,40,345,76,295,6
5525,76,98,76,295,40,345,98,76,3,2,6
5526,40,40,295,431,345,431,76,40,1943,867,6
5527,2,3,40,76,76,76,295,40,431,76,6
5528,345,22,871,5,17,76,475,20,295,40,6
5529,867,18,1943,3,2,76,20,40,1735,295,6
5530,40,431,345,76,345,1735,295,40,431,295,6
5531,76,921,76,475,871,521,98,867,345,649,6
5532,76,40,345,76,2,878,2,4685,1536,3,6
5533,2,878,1226,3,878,2,521,76,4795,4874,6
5534,649,1846,5,5,211,878,482,211,878,878,6
5535,878,1536,76,3,2,878,579,1226,98,76,6
5536,1226,878,1226,76,878,1536,3,2,76,1536,6
5537,1226,98,2259,579,6,2,3,6,2,3471,6
5538,2116,2,3,2116,2116,2,76,88,2,76,6
5539,2,2,2,2,316,76,2,1565,293,22,6
5540,6,6,293,4615,2940,2,193,2940,1226,878,6
5541,1536,2,76,1226,3,1536,98,878,5,878,6
5542,2628,4173,2796,2796,12,12,2628,2,3,4508,6
5543,3630,1226,76,12,306,547,12,1397,1014,262,6
5544,1014,465,258,306,626,306,258,1397,547,3,6
5545,2,465,1974,258,686,538,2,5,3,1014,6
5546,465,258,306,306,258,686,538,465,3,2,6
5547,258,306,76,258,306,970,626,316,258,538,6
5548,5,18,686,17,125,45,306,5,306,465,6
5549,3,3103,2,98,5,258,76,76,12,258,6
5550,306,626,1529,2029,258,686,3,465,2,538,6
5551,258,306,465,3,2,686,538,258,306,76,6
5552,258,626,258,465,3,2,686,245,538,76,6
5553,306,258,2,3,465,258,626,306,686,538,6
5554,306,76,306,399,291,32,56,178,56,76,6
5555,2,6,3,2,6,3,2,2,2,2,6
5556,2,6,3,6,3,32,32,2,32,32,6
5557,32,2,68,6,17,10,10,6,20,68,6
5558,5,20,12,151,12,151,17,5,17,6,6
5559,20,10,20,10,17,6,17,10,6,10,6
5560,20,20,20,6,17,6,20,32,32,460,6
5561,2,6,3,32,32,41,32,6,3,2,6
5562,41,32,82,68,110,82,110,68,6,6,6
5563,6,6,41,41,6,165,308,82,99,308,6
5564,97,308,44,308,97,1111,187,99,44,41,6
5565,44,44,215,95,159,44,44,249,97,781,6
5566,44,1111,41,215,308,95,44,464,82,2,6
5567,6,3,2,6,3,2,6,17,6,17,6
5568,20,10,20,10,6,17,20,10,20,17,6
5569,6,20,6,17,20,6,17,20,17,6,6
5570,20,32,32,32,17,6,32,68,20,2,6
5571,6,3,6,3,32,32,32,32,2,68,6
5572,110,2,6,3,6,3,32,32,32,32,6
5573,2,68,2,6,3,2,6,6,3,6,6
5574,3,2,17,5,6,5,930,10,1107,1107,6
5575,10,17,5,6,5,5,3296,2167,3296,2167,6
5576,2167,2,17,5,406,17,5,6,6,2,6
5577,6,3,2,17,17,2,2,3,17,2,6
5578,5,31,2,6,3,31,6,3,2,20,6
5579,20,2,20,20,2,2,6,3,2,6,6
5580,3,2,2,2,2,2,6,3,6,3,6
5581,2,137,2,6,3,32,32,2,3,6,6
5582,2,2328,2,2328,2328,32,32,32,2,12,6
5583,12,291,291,12,12,68,110,12,110,12,6
5584,68,12,12,12,12,12,2259,5,12,12,6
5585,12,12,12,151,12,12,12,151,12,12,6
5586,12,12,12,12,12,12,12,12,12,12,6
5587,12,12,12,12,32,291,56,1322,178,56,6
5588,248,2,2,6,3,2,6,3,137,32,6
5589,32,32,32,2,12,2,12,291,12,12,6
5590,68,110,110,68,12,12,12,291,12,32,6
5591,12,12,151,291,12,12,12,12,2501,12,6
5592,12,2501,12,12,12,12,12,12,12,12,6
5593,12,151,12,12,12,12,151,12,12,12,6
5594,12,12,12,2501,12,12,12,12,12,12,6
5595,12,12,291,12,12,12,12,291,2,6,6
5596,3,6,3,2,12,12,12,12,291,12,6
5597,12,12,12,291,12,12,12,12,291,12,6
5598,12,571,571,571,399,291,32,1322,56,178,6
5599,56,56,56,32,32,32,32,56,1322,178,6
5600,56,56,56,307,12,261,12,12,291,68,6
5601,12,12,12,12,12,12,12,12,151,12,6
5602,12,12,12,12,571,571,12,12,12,12,6
5603,12,12,12,571,571,571,12,12,12,12,6
5604,12,12,571,571,571,571,571,12,12,12,6
5605,12,12,12,12,12,12,12,12,12,1648,6
5606,291,32,1322,56,178,56,56,307,32,32,6
5607,32,12,12,68,110,291,12,12,12,12,6
5608,12,12,12,12,12,12,12,12,12,12,6
5609,12,12,12,12,12,12,12,12,12,12,6
5610,12,12,12,12,12,12,12,12,12,291,6
5611,12,12,291,12,12,12,12,12,12,3705,6
5612,12,12,12,700,12,700,31,12,12,31,6
5613,700,1502,31,12,4109,1941,12,12,12,12,6
5614,941,2005,1114,12,12,1287,158,2005,31,1354,6
5615,1183,3,1354,1475,2,180,579,5,1183,1314,6
5616,1475,6,2,3,180,5,158,6,180,158,6
5617,2,3,158,180,3,2,4097,10,684,158,6
5618,180,3,2,3417,606,606,2,158,180,3,6
5619,3998,612,612,569,569,158,180,3,2,3,6
5620,180,2,158,3,2,180,158,1475,1183,1314,6
5621,3747,3,158,180,5,6,2,2,4537,217,6
5622,158,180,3,2,158,3,2,180,3445,180,6
5623,3,2,158,3744,875,875,1888,12,1888,32,6
5624,291,2317,1322,56,178,56,158,3,2,180,6
5625,158,3326,2,3,180,4479,868,358,358,256,6
5626,192,2,2,6,3,3,6,2,2,2,6
5627,6,3,3,6,2,137,32,32,2,32,6
5628,32,2,12,291,12,12,291,68,12,110,6
5629,68,12,110,12,12,12,12,12,12,12,6
5630,12,234,1324,12,876,12,1324,1436,234,234,6
5631,17,5,18,45,1141,1436,1436,12,1648,941,6
5632,1114,12,2005,941,12,2005,158,158,31,1354,6
5633,180,3,2,1183,1183,1475,1314,3,2,5,6
5634,4403,890,890,358,358,1187,158,291,32,56,6
5635,56,5,248,180,6,178,3,248,56,6,6
5636,2,6,10,6,158,10,180,3,2,180,6
5637,158,2,3,2,158,180,3,158,180,2,6
5638,3,4716,614,158,3,2,180,4355,922,922,6
5639,180,3,158,2,4834,227,227,4790,158,422,6
5640,2,2,3,137,3,2,32,2,32,2,6
5641,32,32,32,12,261,12,291,12,291,12,6
5642,12,12,4524,12,956,12,68,12,68,12,6
5643,12,12,12,12,12,579,98,5,12,12,6
5644,12,12,12,12,12,12,12,12,12,12,6
5645,12,12,12,12,12,12,12,12,12,12,6
5646,12,12,12,12,12,12,12,12,12,12,6
5647,12,12,12,12,12,12,12,12,12,3031,6
5648,2882,12,1114,4554,3031,12,649,483,2882,291,6
5649,4662,32,483,56,178,56,56,56,615,452,6
5650,615,45,649,17,6,22,18,5,6,6,6
5651,6,5,20,10,615,20,615,110,615,649,6
5652,615,649,5,570,18,17,6,570,615,20,6
5653,615,615,649,570,570,17,18,5,20,6,6
5654,615,615,615,110,649,570,615,649,570,570,6
5655,1218,1275,1218,1275,1218,3372,1717,3696,1717,1275,6
5656,6,1218,1000,22,1275,1717,5,1218,6,6,6
5657,10,1218,145,18,1275,20,17,5,3,145,6
5658,1717,1218,17,18,1275,5,5,22,1275,20,6
5659,1717,422,422,2,2,88,88,2,422,81,6
5660,268,268,2,88,2,2,88,422,61,61,6
5661,556,61,41,422,2,2,43,3,2,2,6
5662,6,2,2,2,2,41,41,41,711,32,6
5663,32,32,32,32,32,32,68,956,585,956,6
5664,585,192,2,2,88,2,137,88,137,32,6
5665,32,32,32,32,2,32,12,291,12,291,6
5666,12,12,68,110,88,2,739,110,68,739,6
5667,12,12,12,956,12,956,585,88,2,585,6
5668,477,477,12,956,956,12,585,12,98,579,6
5669,5,12,956,12,956,585,12,585,12,956,6
5670,477,477,477,968,477,477,477,477,12,12,6
5671,12,12,12,477,956,12,585,12,477,477,6
5672,477,477,968,477,477,477,477,477,477,477,6
5673,477,968,477,12,399,32,291,56,1648,178,6
5674,56,307,56,32,32,32,12,12,261,12,6
5675,12,68,291,12,12,12,12,12,12,12,6
5676,12,399,291,32,56,56,178,210,2,88,6
5677,2,2,88,88,2,230,230,230,230,230,6
5678,230,230,230,230,230,88,2,137,88,137,6
5679,2,32,32,32,32,63,2,88,63,63,6
5680,63,32,12,261,12,12,2,12,589,12,6
5681,291,12,12,12,589,68,68,589,1305,589,6
5682,63,63,63,2,88,63,63,63,12,12,6
5683,12,151,12,12,111,12,12,111,12,12,6
5684,151,12,12,12,12,12,1392,1392,5,1392,6
5685,6,10,1392,6,10,6,1392,5,6,1392,6
5686,6,571,291,12,571,571,571,571,12,12,6
5687,12,571,571,571,12,63,399,291,32,56,6
5688,56,178,56,307,32,32,32,12,12,68,6
5689,291,110,12,12,876,234,1324,12,12,1324,6
5690,737,876,876,876,737,876,1324,876,876,12,6
5691,12,1037,1037,964,12,200,964,200,403,200,6
5692,345,3,204,3281,762,513,200,5,579,200,6
5693,1962,98,403,200,513,1344,345,45,767,18,6
5694,767,17,767,200,767,767,767,4563,200,767,6
5695,767,767,767,200,767,403,5,5,193,98,6
5696,579,513,767,767,767,982,4445,3,2,200,6
5697,200,403,513,3,200,2,200,200,200,200,6
5698,200,3,403,200,2,200,3,128,3,2,6
5699,3,513,403,200,513,295,40,88,2,431,6
5700,431,295,76,40,345,871,345,547,417,40,6
5701,345,521,295,76,431,40,295,295,431,76,6
5702,40,76,871,1420,345,417,431,3,2,40,6
5703,295,12,431,295,40,40,431,295,345,76,6
5704,417,2,3,295,76,345,40,417,867,1943,6
5705,76,40,76,867,3,2,40,76,40,295,6
5706,76,40,431,295,76,649,867,2259,345,417,6
5707,1943,40,76,295,431,295,40,431,18,871,6
5708,22,345,295,76,17,5,1988,1988,417,579,6
5709,40,209,295,3,431,1988,209,2,22,417,6
5710,76,295,345,40,98,76,649,475,22,921,6
5711,40,20,295,76,295,431,40,76,417,40,6
5712,295,76,345,76,98,40,295,431,40,431,6
5713,345,417,98,76,76,40,76,295,431,431,6
5714,295,431,295,40,76,345,417,76,40,521,6
5715,76,76,431,40,521,295,295,345,40,417,6
5716,76,76,40,40,295,76,345,431,76,579,6
5717,5,417,18,295,871,17,295,76,431,40,6
5718,76,40,22,345,475,921,20,40,76,20,6
5719,40,345,295,295,76,98,417,40,61,61,6
5720,41,2,556,61,790,2,88,790,790,12,6
5721,12,12,535,12,12,12,17,5,18,790,6
5722,790,790,790,790,790,790,790,790,790,535,6
5723,3,2,17,18,1663,5,4265,535,4568,3794,6
5724,2149,790,4497,930,535,4182,930,535,930,535,6
5725,930,45,535,32,291,17,45,5,535,56,6
5726,2149,56,178,3,5,2,930,1663,790,767,6
5727,2,2,2,6,3,2,6,3,2,2,6
5728,6,3,6,3,2,2,137,2,6,32,6
5729,32,3,2,32,32,32,2,12,291,12,6
5730,291,98,5,68,579,98,12,110,110,6,6
5731,2,3,2,1115,1115,12,12,12,12,12,6
5732,12,12,12,12,12,12,12,12,12,12,6
5733,1115,101,179,40,1115,181,40,40,1115,40,6
5734,1115,101,40,40,40,1115,101,1115,1115,40,6
5735,181,179,40,40,399,291,291,32,56,178,6
5736,56,248,56,56,56,56,56,56,56,56,6
5737,56,56,56,56,56,307,56,32,32,32,6
5738,12,12,261,12,68,12,291,12,12,12,6
5739,79,22,100,299,299,6,100,232,79,101,6
5740,12,299,45,6,17,12,100,79,18,22,6
5741,5,101,6,17,79,232,100,18,5,12,6
5742,10,12,10,40,40,10,6,12,12,12,6
5743,20,12,20,12,12,12,12,12,345,402,6
5744,20,402,79,79,232,100,2,2,2,402,6
5745,63,63,2,402,63,63,63,63,807,807,6
5746,807,807,807,807,529,2045,22,203,12,807,6
5747,807,807,807,150,20,150,22,807,2045,807,6
5748,2045,203,63,1003,63,1003,1003,1003,12,12,6
5749,12,12,12,345,402,12,151,12,1003,1003,6
5750,1003,151,1003,63,31,1003,63,12,63,63,6
5751,63,63,63,63,63,63,63,63,63,12,6
5752,12,12,111,12,12,12,111,12,12,12,6
5753,12,63,63,12,12,345,12,111,12,402,6
5754,12,63,31,12,12,12,12,12,12,1003,6
5755,12,12,12,12,12,12,63,12,12,12,6
5756,12,12,12,2,12,12,2,2,12,12,6
5757,12,12,12,1003,12,807,807,807,31,2045,6
5758,529,203,12,12,12,345,12,12,111,12,6
5759,12,12,111,12,12,12,12,12,12,12,6
5760,345,12,12,402,12,12,345,12,12,63,6
5761,63,12,402,12,12,345,63,63,12,12,6
